Company name;Avatar;Founded;Headquaters;Ownership;Employees;Company URL;Type;Describtion
Lionhead Studios;http://upload.wikimedia.org/wikipedia/en/thumb/d/dc/Lionhead_Studios_Logo.png/200px-Lionhead_Studios_Logo.png;01/01/1997;Guildford, Surrey, UK;Subsidiary of Microsoft Studios;;http://www.lionhead.com/;Developer;Lionhead Studios is a British video game developer, formerly led by Peter Molyneux. It was acquired by Microsoft Game Studios in April 2006. Lionhead started as a breakaway from the developer Bullfrog, which was also founded by Molyneux. Lionhead's first game was Black & White, a god game with elements of artificial life, strategy, and beat 'em up games. Black & White was published by Electronic Arts in 2001. Lionhead Studios is named after Mark Webley's hamster, which died not long after the naming of the studio.
Liquid Entertainment;http://upload.wikimedia.org/wikipedia/en/c/c1/Liquid_logo.png;02/01/1999;Pasadena, California, United States;Private company;;http://www.goliquid.us/;Developer;iquid Entertainment is an award-winning American independent video game developer based in Pasadena, California. The studio is led by President Ed Del Castillo, who produced the popular real-time strategy game series Command & Conquer, and CEO Holly Newman.
Little Green Men Games ;http://media.giantbomb.com/uploads/1/11161/2131548-lgmlogo_large.png;;;;;http://www.inter-corona.com/;;
LK Avalon ;http://media.giantbomb.com/uploads/13/136140/2191209-705005.png;01/01/1989;Poland;Private company;;http://www.lkavalon.info/;Publisher & Developer;"LK Avalon is a Polish developer and distributor of computer games.

In the 1990s, the company developed several games for 8-bit computers C64 and Atari. Its top developer was Janusz Pelc. LK Avalon also distributed products of Zeppelin Games on the Polish market.

The letters LK in the brand name stand for Laboratorium Komputerowe (Computer Labs). It is sometimes spelled as L.K. Avalon."
Locomotive Games;http://media.giantbomb.com/uploads/13/136140/2193124-624242_large.jpeg;01/01/1997;Santa Clara, USA;Closed 2010;;;Developer;"Purchased by THQ in 1999, Locomotive Games Inc pulled into the station for the final time in November 2008.

Located in Santa Clara, California, Locomotive Games Inc produced ""high quality content and experiences."" Eventually wholly-owned by THQ, the company began life as DT Productions - named for founder Don Traeger, one of the men responsible for creating EA Sports. With Dennis Harper , formerly of Atari Games, onboard the company became Pacific Coast Power and Light and proceeded to develop games including WWE Crush Hour, Road Rash 64 and MX 2002 featuring Ricky Carmichael. More recently, as Locomotive Games Inc, the company produced licensed titles for THQ, including Disney/Pixar Cars for the PSP and franchise games like Destroy All Humans! Big Willy Unleashed for the Nintendo Wii.
"
LucasArts ;http://upload.wikimedia.org/wikipedia/en/thumb/c/ce/Lucasarts_logo.svg/200px-Lucasarts_logo.svg.png;05/01/1982;San Francisco, California, USA;Private company;350;http://www.lucasarts.com/;Publisher & Developer;LucasArts Entertainment Company, LLC is a American video game developer and publisher. The company was once famous for its innovative line of graphic adventure games, the critical and commercial success of which peaked in the mid 1990s. Today, it publishes games primarily based on the Star Wars and Indiana Jones franchises.
Luxoflux;http://upload.wikimedia.org/wikipedia/en/0/0b/Luxologo.png;01/01/1997;Santa Monica, California, U.S;Subsidiary of Activision;80;;Developer;Luxoflux was an American video game developer. It was founded by Peter Morawiec and Adrian Stephens in January 1997, and was based in Santa Monica, California.
Mad Doc Software ;http://upload.wikimedia.org/wikipedia/en/thumb/7/7e/Rockstar_New_England_logo.svg/200px-Rockstar_New_England_logo.svg.png;01/01/1999;Andover, Massachusetts,;Subsidiary of Rockstar Games;100;http://www.rockstarnewengland.com/;Developer;Rockstar New England, formerly Mad Doc Software, is a computer game development company founded in 1999 by Dr. Ian Lane Davis. The company is based in New England in Andover, Massachusetts, just north of Boston
MAIET Entertainment ;;01/01/1998;Kangnam-Gu, Korea;Private company;;http://www.maiet.co.kr/;Developer;"MAIET Entertainment is a Korean game developing company that are best known for creating the third-person shooter game GunZ: The Duel.

According to the official site, MAIET is 'TEAM' spelled backwards with the letter 'I' added in, standing for 'innovation',  and started out as a small group of five researchers which eventually grew into a company.  GunZ: The Duel has servers in North America, India, Korea, Japan, and Brazil, and have all evolved from the original International server in many ways, such as having ""cash items"". MAIET also created the aerial strategy game AceSaga, which was terminated"
Maigic Pockets;http://media.giantbomb.com/uploads/5/58689/1124314-790450_large.png;01/01/2000;Paris, France;Independent;;http://www.magicpockets.com/;Developer;Created in 2000, Magic Pockets is an independent video game studio based in the Paris area. It is one of the largest handheld video game developers in France. The company developed more than 35 games on Nintendo's handheld systems and is now developing on Nintendo DS, iPhone and iPad.
Majesco;http://media.giantbomb.com/uploads/0/59/183147-majesco_logo225_large.jpg;01/01/1986;New Jersey, USA;Public;;http://www.majescoentertainment.com/;Publisher;Majesco was founded as Majesco Sales, Inc. and renamed to Majesco Entertainment Company early in 2005. Majesco distributes, develops and publishes games for various platforms, including Nintendo DS, Dreamcast, SNES, PSP and XBOX 360. 
Malfador Machinations ;http://upload.wikimedia.org/wikipedia/en/f/ff/Malfador.png;01/01/1995;Santa Rosa, California;Private company;;http://www.malfador.com/;Developer;Malfador Machinations is a small game company based in Santa Rosa, California. They are best known for their Space Empires series.
Massive Entertainment;http://upload.wikimedia.org/wikipedia/commons/b/b2/Logo_of_Massive_Entertainment.png;01/01/1997;Malmö, Sweden;Subsidiary of Vivendi Universal Games;220;http://www.massive.se/;Developer;Massive (formerly Massive Entertainment) is a Swedish video game company based in Malmö, Sweden. The company is fully owned by Ubisoft. They are best known for the Ground Control series of real-time tactics video games. They were acquired by Vivendi Universal Games in 2002.
Mastiff ;http://media.giantbomb.com/uploads/13/134743/1868918-mastiff610_525x295_large.jpg;01/01/2002;Tokyo, Japan ;Private company;;http://www.mastiff-games.com/index.html;Publisher;Mastiff is an American publisher of video games, with offices located in both Tokyo and San Francisco. The executive staff includes Bill Swartz, Mika Hayashi, Danny Hammett and Charles Van.
Matrix Games ;http://media.giantbomb.com/uploads/0/6790/566366-matrixgameslogo1_large.jpg;01/01/1999;Staten Island, New York;Private company;30;http://www.matrixgames.com/;Publisher;"Matrix Games is a publisher of computer games, specifically strategy games and wargames. They are based out of Staten Island, New York.
Their focus is primarily but not exclusively on war games and turn-based strategy. The product line-up also includes space sims (Starshatter: The Gathering Storm) , sports management sims (Maximum-Football), and real-time strategy titles (Close Combat: Cross of Iron). Matrix Games publishes games from a wide variety of developers, including SSG, 2by3 Games, Panther Games, Koios Works, Destroyer Studios, and Western-Civilization."
Max Design;http://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Max_Design_Logo.png/100px-Max_Design_Logo.png;01/01/1991;Schladming, Austria;Closed 2004;;;Developer;"Max Design was an Austrian game developer located in Schladming who originated various games which attained cult status – like the Anno-series – especially in German-speaking regions. In 2004 the company abandoned its activities while selling all property including all of their game title licence-rights to Sunflowers – one of the companies they co-developed and -published with before on Anno 1503 and Anno 1602.

After the closing in 2004 the founders took a leave of absence and are since 2006 again active in the video game sector with the new company ""Red Monkeys"""
Maximum Family Games ;http://media.giantbomb.com/uploads/6/68564/1797677-maxfam_large.jpg;09/01/2009;Walnut Creek, California, USA;Private company;;http://www.maximumfamilygames.com/;Publisher;"Maximum Family Games, LLC is a publisher and distributor of interactive entertainment software games.  Founded in 2009, Maximum Family Games currently publishes PC and video games on all leading platforms. The company is best known for JASF: Jane's Advanced Strike Fighters, Junior Brain Trainer for Nintendo DS hand-held systems, and forthcoming Nintendo 3DS titles MYST  and Deer Drive Legends. 

Headquartered in the San Francisco Bay Area, Maximum Family Games also owns subsidiary brand Maximum Racing, under which five Nintendo Wii titles have been published: Crash Car Racer, Drag & Stock Racer, GP Classic Racing, Super Karts and Sprint Cars."
